fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"611","21.433338432301","41.9833349696655",Skopje,North Macedonia,"546824","3","0.53957"
"612","20.664000433305","40.8999960301916",Pogradec,Albania,"0","0","0.52961"
"613","20.7666633511919","40.616675925586",Korce,Albania,"0","0","0.52922"
"614","20.8530003132113","39.6579959919605",Ioannina,Greece,"0","0","0.48434"
"615","22.4190003110514","39.6399960033979",Larisa,Greece,"144651","5","0.51763"
"616","19.7160032972897","40.940001042833",Lushnje,Albania,"0","0","0.5045"
"617","20.1999963336276","40.8666959189642",Gramsh,Albania,"0","0","0.52991"
"618","19.9719994020472","40.709996959952",Berat,Albania,"0","0","0.49291"
"619","20.2332964448552","40.5167039374789",Corovode,Albania,"0","0","0.52569"
"620","20.0332983554845","40.2832980070186",Tepelene,Albania,"0","0","0.47749"
"621","20.3519973770428","40.2339959569279",Permet,Albania,"0","0","0.52036"
"622","20.1490023786067","40.0789980044473",Gjirokaster,Albania,"0","0","0.51459"
"623","19.9999984097405","39.8770020308608",Sarande,Albania,"0","0",
"624","19.9199973205753","39.6199979651359",Kerkya,Greece,"0","0",
"625","20.4333033048598","41.6833020083973",Peshkopi,Albania,"0","0","0.52703"
"626","20.433996350424","42.0830009784869",Kukes,Albania,"0","0","0.52093"
"627","19.8833042978862","42.0333029260003",Puke,Albania,"0","0","0.52965"
"628","19.8167044063985","41.7833009703409",Rreshen,Albania,"0","0","0.48258"
"629","20.0160003486037","41.6259989888752",Burrel,Albania,"0","0","0.50111"
"630","19.7970034113045","41.5189980823497",Kruje,Albania,"0","0","0.49498"
"631","19.8320043635799","41.3319959211756",Tirana,Albania,"418495","4","0.50331"
"632","20.366703413372","41.2000020176235",Librazhd,Albania,"0","0","0.52823"
"633","20.0930043632198","41.1170040193927",Elbasan,Albania,"0","0","0.50341"
"634","22.4340033905485","38.8989990668187",Lamia,Greece,"0","0","0.49918"
"635","21.8831763033452","38.1412349949369",Patras,Greece,"167446","5","0.48126"
"636","22.3689964447627","37.5080039958388",Tripoli,Greece,"0","0","0.48674"
"637","13.1568933180342","32.8931279336136",Tripoli,Libya,"2302000","2","0.64856"
"638","12.7299962811609","32.753997050814",Az Zawiyah,Libya,"0","0","0.70041"
"639","14.2699772832881","32.6503079687571",Al Khums,Libya,"0","0","0.64786"
"640","15.0949983822678","32.3739990758182",Misratah,Libya,"0","0","0.58232"
"641","13.0167003611107","32.1660000170159",Gharyan,Libya,"0","0","0.77618"
"642","20.0680024300754","32.1219990704594",Benghazi,Libya,"0","0","0.7529"
"643","20.223999407406","30.7600020320227",Ajdabiya,Libya,"0","0","0.81266"
"644","14.4309963587035","27.0649979995712",Sabha,Libya,"0","0","0.82487"
"645","13.9100043203908","25.9100009950871",Murzuq,Libya,"0","0","0.81932"
"646","31.798998359229","41.4559979568973",Zonguldak,Turkey,"0","0","0.67615"
"647","31.6119963635384","40.7390039286128",Bolu,Turkey,"0","0","0.56243"
"648","33.6210033979443","40.6070009234594",Cankiri,Turkey,"0","0","0.63118"
"649","32.8529973769201","39.929003946849",Ankara,Turkey,"5229000","1","0.64304"
"650","33.3330034154606","35.3259990203897",Kyrenia,Cyprus,"0","0","0.70556"
"651","33.3690033925856","35.1710010679089",Nicosia,Cyprus,"0","0","0.67821"
"652","33.6359973758401","34.9170030128507",Larnaka,Cyprus,"0","0","0.6868"
"653","32.4167043433694","34.7499990554222",Paphos,Cyprus,"0","0",
"654","33.0509974165913","34.6830029960545",Lemesos,Cyprus,"0","0","0.73314"
"655","22.638996438684","32.7540059869315",Darnah,Libya,"0","0","0.53227"
"656","27.2369973047772","31.3499969500364",Marsa Matruh,Egypt,"0","0","0.6262"
"657","30.7590033961852","28.0889999598694",El Minya,Egypt,"0","0","0.81629"
"658","31.1850003674369","27.1839959749271",Asyut,Egypt,"0","0","0.81853"
"659","31.6950032978867","26.5449960499908",Sohag,Egypt,"0","0","0.82127"
"660","32.7300033021655","26.1620010004459",Qena,Egypt,"0","0","0.82452"
"661","30.5569983209976","25.4359980417625",El-Kharga,Egypt,"0","0","0.81599"
"662","32.9180043227057","24.0779969372409",Aswan,Egypt,"0","0","0.82638"
"663","31.8130024138763","31.42199706977",Dumyat,Egypt,"0","0","0.70446"
"664","32.2920003259658","31.2569999326748",Port Said,Egypt,"749371","3",
"665","29.905101427093","31.2044939534611",Alexandria,Egypt,"5163750","1","0.55728"
"666","30.9359974366274","31.109003924776",Kafr el Sheikh,Egypt,"0","0","0.77468"
"667","31.3800033325592","31.0390020202253",El Mansura,Egypt,"0","0","0.77033"
"668","30.4720024385513","31.0300020259439",Damanhur,Egypt,"0","0","0.75288"
"669","30.8999972940186","30.5919990497444",Shibin el Kom,Egypt,"0","0","0.78661"
"670","30.8333343532568","29.3166629903313",El Faiyum,Egypt,"0","0","0.81251"
"671","33.2237343899041","28.8072450446166",Abu Zenima,Egypt,"0","0","0.8248"
"672","33.61670131926","28.2332970770212",El Tur,Egypt,"0","0","0.8336"
"673","30.996000322047","30.779001045435",Tanta,Egypt,"0","0","0.7762"
"674","32.2659993679719","30.5890019751952",Ismailia,Egypt,"0","0","0.77134"
"675","31.5166594072377","30.5833320085852",Zagizig,Egypt,"0","0","0.78545"
"676","31.1833354363432","30.4666650360509",Benha,Egypt,"0","0","0.79477"
"677","31.250799318015","30.0779099967854",Cairo,Egypt,"9539673","1","0.80852"
"678","31.2209553330068","30.0515130363952",Giza,Egypt,"0","0","0.80852"
"679","32.5600024356714","29.9600010693898",Suez,Egypt,"728180","3",
"680","31.0969983088402","29.0760029181929",Beni Suef,Egypt,"0","0","0.81536"
"681","23.6883782968038","37.9562939327361",Piraeus,Greece,"163688","5","0.46998"
"682","27.4290033608339","38.6190000537664",Manisa,Turkey,"0","0","0.6007"
"683","27.1449993122652","38.4329969174419",Izmir,Turkey,"3673000","2","0.56961"
"684","26.1389973405296","38.3730029681398",Chios,Greece,"0","0","0.51162"
"685","27.8420044038891","37.8559979276246",Aydin,Turkey,"0","0","0.65186"
"686","25.1340033297611","35.3379959237365",Iraklion,Greece,"140730","5",
"687","23.6529993798512","37.9439999862214",Athens,Greece,"664046","3",
"688","25.4167023741945","41.1333030014238",Komatini,Greece,"0","0","0.47849"
"689","25.5680014359281","41.9360039954378",Kurdzhali,Bulgaria,"0","0","0.50814"
"690","27.2259994262801","41.7429990800151",Kirklareli,Turkey,"0","0","0.46361"
"691","26.5619974027157","41.6819970042621",Edirne,Turkey,"0","0","0.52328"
"692","27.5166633647074","40.9846950349539",Tekirdag,Turkey,"0","0",
"693","22.7999973108969","40.6299960362704",Thessaloniki,Greece,"315196","4",
"694","23.4530012904806","40.3810020415784",Polygyros,Greece,"0","0","0.55162"
"695","26.4140013948169","40.1550029942137",Canakkale,Turkey,"0","0","0.45498"
"696","27.882999339779","39.6479969728294",Balikesir,Turkey,"0","0","0.61716"
"697","24.8830023492522","44.8540020125837",Pitesti,Romania,"0","0","0.57016"
"698","22.6559974023968","44.6380019843499",Drobeta- Turmu Sererin,Romania,"0","0","0.50552"
"699","24.3710013691031","44.4349980497963",Slatina,Romania,"0","0","0.50843"
"700","23.8130013926979","44.3250000687219",Craiova,Romania,"0","0","0.47229"
"701","25.286706354858","43.9016309779759",Alexandria,Romania,"0","0","0.52409"
"702","23.2370014277305","43.4140019346812",Montana,Bulgaria,"0","0","0.53375"
"703","24.7190044024902","43.1379990210277",Lovec,Bulgaria,"0","0","0.52414"
"704","23.3318703962433","42.7072680587415",Sofia,Bulgaria,"1241675","2","0.5582"
"705","25.4590023142197","44.9379990356641",Targoviste,Romania,"0","0","0.56595"
"706","26.0370003288867","44.9360009859647",Ploiesti,Romania,"0","0","0.55009"
"707","27.3819964036106","44.5699979640151",Slobozia,Romania,"0","0","0.50215"
"708","26.1229684278301","44.4304800149368",Bucharest,Romania,"1829897","2","0.51164"
"709","27.4110033722713","44.2040040436667",Calarasi,Romania,"0","0","0.51239"
"710","25.839999314065","43.929999014229",Giurgiu,Romania,"0","0","0.52458"
"711","26.5359964447218","43.5339989348865",Razgrad,Bulgaria,"0","0","0.52534"
"712","27.9070024135573","43.2060030413626",Varna,Bulgaria,"336505","4","0.53195"
"713","27.4640043131092","42.5279969631508",Burgas,Bulgaria,"202434","5","0.49963"
"714","28.6309983864238","44.1330029487827",Constanta,Romania,"0","0","0.52515"
"715","29.0060014026546","41.0660009627707",Istanbul,Turkey,"13791000","1","0.57816"
"716","29.9230022909438","40.7739959447705",Kocaeli,Turkey,"0","0","0.6023"
"717","30.4000023188176","40.7666610470666",Sakarya,Turkey,"0","0","0.60017"
"718","29.0750042823556","40.1959979301035",Bursa,Turkey,"2172000","2","0.55564"
"719","29.9829964057296","40.1499989338476",Bilecik,Turkey,"0","0","0.5247"
"720","30.5190002941732","39.7839960773816",Eskisehir,Turkey,"0","0","0.58489"
"721","29.9799993311804","39.4190010163993",Kutahya,Turkey,"0","0","0.58237"
"722","30.5399973572849","38.7639989871162",Afyon,Turkey,"0","0","0.65078"
"723","29.4080044017293","38.6820000137352",Usak,Turkey,"0","0","0.67062"
"724","32.4819993962054","37.8780029517035",Konya,Turkey,"1351000","2","0.66605"
"725","29.0860023263362","37.7769960287927",Denizli,Turkey,"0","0","0.64267"
"726","30.5569983209976","37.7649989599624",Isparta,Turkey,"0","0","0.61074"
"727","30.2833353462833","37.7166600247674",Burdur,Turkey,"0","0","0.63934"
"728","28.3670013122347","37.220004013355",Mugla,Turkey,"0","0","0.58092"
"729","30.7089993644129","36.8929980430794",Antalya,Turkey,"1164000","2","0.6733"
"730","40.0879983877409","44.6030010320746",Majkop,Russia,"0","0","0.58619"
"731","40.9889973371668","43.0070039768416",Sokhumi,Georgia,"0","0","0.69856"
"732","39.2259963245052","38.6810009888856",Elazig,Turkey,"0","0","0.61448"
"733","38.3090043723336","38.3550029795773",Malatya,Turkey,"0","0","0.63606"
"734","38.2789983788231","37.7649989599624",Adiyaman,Turkey,"0","0","0.635"
"735","36.9369993786484","37.5859979337034",Kahramanmaras,Turkey,"0","0","0.59587"
"736","38.7970024441881","37.1590019376019",Sanhurfa,Turkey,"0","0","0.62743"
"737","37.3899963327438","37.0690019947895",Aintab,Turkey,"0","0","0.55401"
"738","42.0630033292373","44.2819979815314",Cherkessk,Russia,"126884","5","0.51778"
"739","34.1710024049178","39.1419990778961",Kirsehir,Turkey,"0","0","0.70649"
"740","35.4789993121833","38.7309959190566",Kayseri,Turkey,"0","0","0.67123"
"741","34.7239983209566","38.6240039486489",Nevsehir,Turkey,"0","0","0.67648"
"742","34.6940014290475","37.9760040294314",Nigde,Turkey,"0","0","0.58501"
"743","35.3240013597026","36.9999989496049",Seyhan,Turkey,"0","0","0.66274"
"744","34.646004383092","36.7970039511687",Mersin,Turkey,"0","0",
"745","36.1166763607492","36.2333340081536",Antioch,Turkey,"0","0","0.57114"
"746","35.7920013932952","35.5210019855119",Al Ladhiqiyah,Syria,"0","0","0.52292"
"747","33.949998316318","35.1060030582407",Ammochostos,Cyprus,"0","0","0.57992"
"748","35.8980034404543","34.8920010797065",Tartus,Syria,"0","0","0.56984"
"749","36.0070743820708","34.3437570269372",Tripoli,Lebanon,"0","0","0.56741"
"750","35.4999963752949","33.8833260504261",Beirut,Lebanon,"2302000","2",
"751","35.9190003380824","33.8429970207802",Zahle,Lebanon,"0","0","0.59545"
"752","35.5332963210387","33.8333039809348",B'abda,Lebanon,"0","0","0.47163"
"753","37.1592813320634","36.2155410396485",Aleppo,Syria,"0","0","0.62881"
"754","39.0369964445989","35.9469989567635",Ar Raqqah,Syria,"0","0","0.72393"
"755","36.6409984267331","35.9330040037174",Idlib,Syria,"0","0","0.65227"
"756","36.7520043687748","35.1379979998493",Hamah,Syria,"0","0","0.75093"
"757","36.7181733859691","34.7338710180108",Homs,Syria,"0","0","0.72784"
"758","35.1530013028751","42.0229979275837",Sinop,Turkey,"0","0",
"759","33.7830032950068","41.3890020630135",Kastamonu,Turkey,"0","0","0.58681"
"760","36.3310023562879","41.2929990349851",Samsun,Turkey,"0","0","0.64225"
"761","35.835003315002","40.65000301065",Amasya,Turkey,"0","0","0.54608"
"762","34.9640014229687","40.5539999826216",Corum,Turkey,"0","0","0.59868"
"763","34.8149972886189","39.8179980048072",Yozgat,Turkey,"0","0","0.66613"
"764","34.1039974094326","44.9620019439588",Simferopol',Ukraine,"0","0","0.49992"
"765","37.8759963548989","40.9840019893896",Ordu,Turkey,"0","0","0.69564"
"766","38.3900043208649","40.9130010599894",Giresun,Turkey,"0","0","0.68857"
"767","36.5630043233849","40.3059960766616",Tokat,Turkey,"0","0","0.54403"
"768","37.0179993271797","39.747995934773",Sivas,Turkey,"0","0","0.65027"
"769","41.6333253394737","41.6333249504615",Bat'umi,Georgia,"155000","5","0.62571"
"770","41.8179963323429","41.1830010539106",Coruh,Turkey,"0","0","0.68407"
"771","40.5230042893913","41.0200019665146",Rize,Turkey,"0","0","0.63432"
"772","39.7179994318761","41.0010029531025",Trabzon,Turkey,"0","0",
"773","39.4839994150797","40.4640000398092",Gumushane,Turkey,"0","0","0.63268"
"774","41.2920003991476","39.9040020137046",Erzurum,Turkey,"0","0","0.50855"
"775","39.5049963127078","39.7400040669427",Erzincan,Turkey,"0","0","0.60809"
"776","43.2860043540566","43.4819970188985",Nal'chik,Russia,"265051","4","0.55398"
"777","44.666676388901","43.049996962431",Vladikavkaz,Russia,"327448","4","0.59019"
"778","44.7830013067121","43.2330030242064",Nazran,Russia,"100574","5","0.57114"
"779","44.7831274052602","41.7218130345648",T'Bilisi,Georgia,"1113800","2","0.51471"
"780","43.0779963591366","40.5929970342957",Kars,Turkey,"0","0","0.53669"
"781","44.5326753340482","40.2080310743715",Yerevan,Armenia,"1079732","2","0.62223"
"782","43.0620033563912","39.7240019625958",Agri,Turkey,"0","0","0.57048"
"783","39.5333012996867","39.1166999361002",Tunceli,Turkey,"0","0","0.60778"
"784","40.498002356247","38.8850039482888",Bingol,Turkey,"0","0","0.55534"
"785","41.5019973421656","38.7299970596906",Mus,Turkey,"0","0","0.53838"
"786","42.1229974440231","38.3940000312514",Bitlis,Turkey,"0","0","0.51505"
"787","41.9329983737834","37.9439999862214",Siirt,Turkey,"0","0","0.54605"
"788","40.2309994368749","37.9140029288286",Diyarbakir,Turkey,"0","0","0.56027"
"789","40.7500023616056","37.3079969703505",Mardin,Turkey,"0","0","0.57581"
"790","40.7670033253185","36.4930020298218",Al-Hasakah,Syria,"0","0","0.66116"
"791","40.1540043583764","35.3359980395207",Dayr az Zawr,Syria,"0","0","0.77232"
"792","43.4089984288109","38.4890040344301",Van,Turkey,"0","0","0.6057"
"793","43.7509983769822","37.5679979451408",Hakkari,Turkey,"0","0","0.54366"
"794","43.0000024212721","36.8667000419175",Dahuk,Iraq,"0","0","0.6167"
"795","43.1371263182549","36.3355650136904",Al Mawsil,Iraq,"2020000","2","0.62948"
"796","44.0160034121388","36.1799999487101",Arbil,Iraq,"1395000","2","0.59539"
"797","44.3909973267683","35.4690000695236",Kirkuk,Iraq,"0","0","0.7139"
"798","43.8750004127041","34.1939969632329",Samarra,Iraq,"0","0","0.85431"
"799","37.3332963356751","31.3333019656091",An Nabk,Saudi Arabia,"0","0","0.80145"
"800","35.6000044388397","30.8333339642446",At Tafilah,Jordan,"0","0","0.78247"
"801","36.6000033253596","28.383300070737",Tabuk,Saudi Arabia,"512629","3","0.83234"
"802","41.7500014136093","27.4667039554781",Ha'il,Saudi Arabia,"310897","4","0.82782"
"803","44.1333003809631","26.3332979349577",Buraydah,Saudi Arabia,"467410","4","0.8376"
"804","36.5660013979339","32.7060000048585",As Suwayda,Syria,"0","0","0.81252"
"805","35.7360033779082","30.1920030364868",Ma'an,Jordan,"0","0","0.78269"
"806","33.8333043699472","27.2332980250177",Al Ghurdaqah,Egypt,"0","0","0.83607"
"807","39.6999994433135","24.4299960700268",Medina,Saudi Arabia,"1100093","2","0.85119"
"808","35.0000014000938","32.7666959358423",Haifa,Israel,"282364","4","0.58344"
"809","34.8667023269228","31.9167000430384",Ramla,Israel,"0","0","0.73303"
"810","34.8000033107232","31.2499979880928",Beersheba,Israel,"208277","5","0.80051"
"811","33.8000044242034","31.1333040417222",El'Arish,Egypt,"0","0","0.65358"
"812","34.7699973172127","32.0450039919609",Tel Aviv-Yafo,Israel,"447730","4","0.60673"
"813","34.4459973576039","31.5240030175306",Gaza City,Gaza Strip,"0","0","0.68718"
"814","35.4167013338963","33.5833020252756",Sidon,Lebanon,"0","0","0.47454"
"815","35.4500014451237","33.3833039359048",Nabatiyet et Tahta,Lebanon,"0","0","0.5363"
"816","35.283303301497","32.6999969196428",Nazareth,Israel,"0","0","0.70212"
"817","36.2999973379277","33.4999980477593",Damascus,Syria,"0","0","0.68314"
"818","35.8250042958709","33.1200000727636",Al Qunaytirah,Syria,"0","0","0.67107"
"819","36.1050033089232","32.6250000563273",Dar'a,Syria,"0","0","0.83948"
"820","35.8610044384798","32.5569960359924",Irbid,Jordan,"1770158","2","0.80568"
"821","36.2332983217283","32.2832969858402",Al Mafraq,Jordan,"0","0","0.86212"
"822","36.0666993028132","32.0832990619533",Az Zarqa',Jordan,"1364878","2","0.8645"
"823","35.7229983481105","32.0429970061439",As-Salt,Jordan,"0","0","0.82872"
"824","35.9329054335016","31.9493789286098",Amman,Jordan,"4007526","2","0.846"
"825","35.7030003098486","31.1799959180587",Al Karak,Jordan,"0","0","0.80845"
"826","35.2252173787838","31.7737440054595",Jerusalem,Israel,"910370","3","0.84029"
"827","35.4590014394051","31.8529979359042",Ariha,West Bank,"0","0","0.85174"
"828","41.0333044284926","30.9833010480063",Ar'ar,Saudi Arabia,"167057","5","0.85439"
"829","40.1333043384327","29.99999698043",Sakakah,Saudi Arabia,"150257","5","0.83679"
"830","44.6429973321272","33.7439969182029",Ba qubah,Iraq,"0","0","0.85209"
"831","43.3119963759328","33.432002963542",Ar-Ramadi,Iraq,"0","0","0.85826"
"832","44.3979994368338","33.3340020512978",Baghdad,Iraq,"7816000","1","0.85736"
"833","44.02500340642","32.6140020123465",Karbala',Iraq,"0","0","0.86462"
"834","44.4459963173055","32.4970019212066",Al-Hillah,Iraq,"0","0","0.86389"
"835","44.9280004055455","31.9869989907571",Ad Diwaniyah,Iraq,"0","0","0.86367"
"836","44.33329830485","31.9832999345261",An Najaf,Iraq,"1066000","2","0.86715"
"837","30.8989984346527","3.02400000014655",Arua,Uganda,"0","0","0.50543"
"838","32.284998381384","2.77900193936956",Gulu,Uganda,"149802","5","0.45094"
"839","30.2750014237296","0.671004069471212",Fort Portal,Uganda,"0","0","0.44479"
"840","32.533299330512","0.583299054042363",Bombo,Uganda,"0","0","0.501"
"841","33.2029982945228","0.43800307752456",Jinja,Uganda,"0","0","0.506"
"842","32.5749964135671","0.323001036084183",Kampala,Uganda,"1507114","2","0.50784"
"843","22.7940033272822","10.27600197468",Birao,Central African Republic,"0","0","0.42307"
"844","31.6549982852453","9.53000097773474",Malakal,South Sudan,"0","0","0.44211"
"845","27.9919982960037","7.69599903567274",Wau,South Sudan,"0","0","0.43734"
"846","26.4950013433481","5.38900193576972",Obo,Central African Republic,"0","0","0.39782"
"847","22.8257373011605","4.73795099433015",Bangassou,Central African Republic,"0","0","0.43554"
"848","25.1960044303639","0.519003026055989",Kisangani,"Congo, DRC","1192000","2","0.43593"
"849","31.2800043706157","21.7600019588409",Wadi Halfa,Sudan,"0","0","0.8117"
"850","30.474000322767","19.169000975853",Dongola,Sudan,"0","0","0.80171"
"851","32.4800013465062","15.6200040032023",Omdurman,Sudan,"0","0","0.73329"
"852","32.529996442161","15.550001933168",Khartoum,Sudan,"6028000","1","0.72614"
"853","25.3500033579949","13.6269990731432",El Fasher,Sudan,"0","0","0.70404"
"854","30.1599993822892","13.1799959371785",El Obeid,Sudan,"0","0","0.64964"
"855","44.1333003809631","17.4833010209755",Najran,Saudi Arabia,"298288","4","0.77586"
"856","39.8148393107682","21.4273799696282",Mecca,Saudi Arabia,"1534731","2","0.81634"
"857","37.2196893214805","19.6157070686495",Port Sudan,Sudan,"0","0",
"858","43.7650024316297","16.9430039899649",Sa'Dah,Yemen,"0","0","0.6985"
"859","38.9700003852312","15.3299970349014",Asmara,Eritrea,"0","0","0.68049"
"860","37.4679993722096","12.6000000382959",Gonder,Ethiopia,"0","0","0.52624"
"861","39.173004319785","21.5430030712411",Jeddah,Saudi Arabia,"3430697","2","0.73808"
"862","42.5079993139012","18.2199960443539",Abha,Saudi Arabia,"236157","5","0.77479"
"863","42.5709633639161","16.8485219222469",Jaizan,Saudi Arabia,"127743","5","0.7985"
"864","43.6030023690834","15.693002982302",Hajjah,Yemen,"0","0","0.65221"
"865","44.2095032891857","15.3614430672131",Sanaa,Yemen,"3820000","2","0.62587"
"866","42.9460022901009","14.7950009419413",Al Hudaydah,Yemen,"0","0",
"867","44.3930043125854","14.5500030466481",Dhamar,Yemen,"0","0","0.59323"
"868","39.4740003959488","13.4960040289571",Mek'ele,Ethiopia,"0","0","0.56219"
"869","44.179002334051","13.9679999964648",Ibb,Yemen,"0","0","0.57974"
"870","44.0150043872891","13.5700020329065",Ta'izz,Yemen,"0","0","0.64448"
"871","44.900001397852","13.0332959972974",Lahij,Yemen,"0","0","0.63478"
"872","43.2909993128214","11.9670030330916",Obock,Djibouti,"0","0",
"873","42.9000032938449","11.7833039257521",Tadjoura,Djibouti,"0","0",
"874","43.1000013832157","11.5000020243489",Djibouti,Djibouti,"0","0","0.59606"
"875","39.6833042934026","11.0833019250628",Dese,Ethiopia,"0","0","0.65862"
"876","42.1333024424396","9.29999706033732",Harar,Ethiopia,"0","0","0.53782"
"877","42.7120024387883","11.1519989909618",Ali Sabieh,Djibouti,"0","0","0.7278"
"878","42.3720003748328","11.1040019450064",Dikhil,Djibouti,"0","0","0.73907"
"879","44.0600043586953","9.5609970599773",Hargeysa,Somalia,"0","0","0.61717"
"880","39.9750033321171","7.00599605411446",Goba,Ethiopia,"0","0","0.50679"
"881","34.646004383092","2.53299591762526",Moroto,Uganda,"0","0","0.4656"
"882","34.1669973694013","1.08099893637616",Mbale,Uganda,"0","0","0.50575"
"883","34.7419983095192","0.280997973743234",Kakamega,Kenya,"0","0","0.45146"
"884","37.7299983966994","10.3339980397664",Debre Markos,Ethiopia,"0","0","0.42347"
"885","36.5400004399398","9.08700304277028",Nek'emte,Ethiopia,"0","0","0.41155"
"886","38.70000039131","9.02999706641611",Addis Ababa,Ethiopia,"3881000","2","0.44333"
"887","35.5370043133873","8.1489959897683",Gore,Ethiopia,"0","0","0.49731"
"888","39.1400014172091","7.94999692524726",Asela,Ethiopia,"0","0","0.46281"
"889","36.8379994415545","7.67799904711034",Jima,Ethiopia,"0","0","0.43495"
"890","38.4769984184944","7.05999601980192",Awasa,Ethiopia,"0","0","0.43631"
"891","37.5499983455906","6.0333029642403",Arba Minch,Ethiopia,"0","0","0.49828"
"892","43.8667024001046","4.18329891783146",Xuddur,Somalia,"0","0","0.52496"
"893","42.227001441483","3.32700306212729",Garbahaarey,Somalia,"0","0","0.50024"
"894","43.4999973964733","3.1332959995393",Baydhabo,Somalia,"0","0","0.5079"
"895","44.8333023816523","1.79999995047762",Marka,Somalia,"0","0",
"896","40.0470032863672","1.74799803448957",Wajir,Kenya,"0","0","0.54809"
"897","42.583302321986","1.08330296536116",Bu'aale,Somalia,"0","0","0.46722"
"898","10.4120013027608","63.4159980692675",Trondheim,Norway,"0","0","0.6533"
"899","8.85799837375112","53.0800020811267",Bremen,Germany,"568006","3","0.59104"
"900","9.72900043126799","52.3860030001695",Hannover,Germany,"535061","3","0.54149"
"901","11.0359983136837","50.9759999796599",Erfurt,Germany,"212988","5","0.53282"
"902","8.66816131201369","50.1300000207709",Frankfurt,Germany,"746878","3","0.51724"
"903","9.1819983333599","48.7899990702956",Stuttgart,Germany,"632743","3","0.561"
"904","8.58330029874929","53.5499999989351",Bremerhaven,Germany,"113026","5","0.67829"
"905","10.2127773459472","56.1548069526304",Arhus,Denmark,"341497","4",
"906","9.53499632551194","55.7090009254554",Vejle,Denmark,"114464","5",
"907","10.3920034299827","55.3989959188927",Odense,Denmark,"202663","5","0.67555"
"908","8.78329838811999","55.3332959275429",Ribe,Denmark,"0","0","0.73723"
"909","9.41400030045673","55.0479959764403",Abenra,Denmark,"0","0","0.6893"
"910","10.1210044112117","54.3249990284235",Kiel,Germany,"247943","5","0.62492"
"911","10.0279982922488","53.5709970620465",Hamburg,Germany,"1830584","2","0.59028"
"912","9.36199838446868","47.4229979714928",Saint Gallen,Switzerland,"75833","6","0.60069"
"913","9.28330229943862","47.383298938137",Herisau,Switzerland,"0","0","0.61741"
"914","9.41670033183777","47.3333040079658",Appenzell,Switzerland,"0","0","0.60069"
"915","9.52100137246572","47.1429989584405",Vaduz,Liechtenstein,"5668","7","0.60518"
"916","9.53499632551194","46.8569970256562",Chur,Switzerland,"0","0","0.59985"
"917","9.01999843629739","46.1970000376083",Bellinzona,Switzerland,"0","0","0.57139"
"918","11.1200044383655","46.0680030431216",Trento,Italy,"118143","5","0.61923"
"919","9.18999930279142","45.4730040647418",Milan,Italy,"1372435","2","0.51207"
"920","8.6329983512361","47.7060029952116",Schaffhausen,Switzerland,"0","0","0.5899"
"921","9.10800032941052","47.5679970703262",Frauenfeld,Switzerland,"0","0","0.62746"
"922","9.76670141492434","47.5166969705362",Bregenz,Austria,"29762","7","0.61544"
"923","8.53399841414227","47.4010020490151",Zurich,Switzerland,"415367","4","0.62256"
"924","8.48700039303662","47.1789989355655",Zug,Switzerland,"30542","7","0.61785"
"925","9.06669941423502","47.0500019410789",Glarus,Switzerland,"0","0","0.59994"
"926","8.64800143073325","47.0199959475685",Schwyz,Switzerland,"0","0","0.61327"
"927","8.6380024116022","46.8790020497351",Altdorf,Switzerland,"0","0","0.60995"
"928","8.76600038123905","58.4647559500436",Arendal,Norway,"0","0",
"929","9.93200436582157","57.0349979867672",Alborg,Denmark,"213271","5","0.72777"
"930","9.41699737500579","56.4530040381851",Viborg,Denmark,"0","0","0.70426"
"931","10.199997373926","59.6999969737045",Drammen,Norway,"0","0",
"932","10.4820033727951","61.1199990133452",Lillehammer,Norway,"0","0","0.61276"
"933","11.0690013817433","60.8200019620311",Hamar,Norway,"0","0","0.5995"
"934","10.7119983540751","59.9380020260173",Oslo,Norway,"681067","3","0.62439"
"935","10.668996432368","59.43300299045",Moss,Norway,"0","0","0.67538"
"936","10.4210012970422","59.2640009833219",Tonsberg,Norway,"0","0",
"937","9.61499741467714","59.2070039430853",Skien,Norway,"0","0","0.63773"
"938","14.3342463374382","67.2408089732329",Bodo,Norway,"0","0",
"939","11.4990033885115","64.0140030583141",Steinkjer,Norway,"0","0","0.64911"
"940","14.6500023976039","63.1833030566066",Ostersund,Sweden,"0","0","0.59797"
"941","14.8220013137975","56.8839959682017",Vaxjo,Sweden,"0","0","0.57775"
"942","16.3690022982254","56.6669970806018",Kalmar,Sweden,"0","0",
"943","15.6380043807771","58.4019989200864",Linkoping,Sweden,"0","0","0.58808"
"944","14.177997328495","57.7860030440786",Jonkoping,Sweden,"0","0","0.56916"
"945","15.6470043750583","60.6130019280786",Falun,Sweden,"0","0","0.61773"
"946","11.3472363389902","59.9134859528958",Baerum,Norway,"0","0","0.6213"
"947","16.559001368465","59.6169989754739",Vasteras,Sweden,"0","0",
"948","13.5109983958652","59.3880030190438",Karlstad,Sweden,"0","0","0.63584"
"949","15.2289994371206","59.2800029221849",Orebro,Sweden,"0","0","0.59406"
"950","13.827996410892","58.7050019820672",Mariestad,Sweden,"0","0","0.62859"
"951","12.3300004333869","58.3630020338959",Vannersborg,Sweden,"0","0","0.63325"
"952","11.7929973546098","57.7410030726724",Goteborg,Sweden,"0","0","0.69358"
